subject,activity,domain,acceleration_signal,signal_type,signal_dimension,function,axis,avg_value
7,walking,frequency,body,accelerometer,NA,mean,z,-0.531005941495552
7,walking,frequency,body,accelerometer,NA,std,x,-0.572347541484091
7,walking,frequency,body,accelerometer,NA,std,y,-0.567046977262987
7,walking,frequency,body,accelerometer,NA,std,z,-0.460792123277305
7,walking,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.668879188156396
7,walking,frequency,body,gyroscope,jerk magnitude,std,NA,-0.668963362464935
7,walking,frequency,body,gyroscope,magnitude,mean,NA,-0.628877272791136
7,walking,frequency,body,gyroscope,magnitude,std,NA,-0.650923648207792
7,walking,frequency,body,gyroscope,NA,mean,x,-0.643767578493507
7,walking,frequency,body,gyroscope,NA,mean,y,-0.630419275006169
7,walking,frequency,body,gyroscope,NA,mean,z,-0.655083354905844
7,walking,frequency,body,gyroscope,NA,std,x,-0.703883646896104
7,walking,frequency,body,gyroscope,NA,std,y,-0.671161922837662
7,walking,frequency,body,gyroscope,NA,std,z,-0.698949518905844
7,walking,time,body,accelerometer,jerk,mean,x,0.0831829573168831
7,walking,time,body,accelerometer,jerk,mean,y,0.00760909767418831
7,walking,time,body,accelerometer,jerk,mean,z,-0.00791725696048701
7,walking,time,body,accelerometer,jerk,std,x,-0.615131377408279
7,walking,time,body,accelerometer,jerk,std,y,-0.622997416262013
7,walking,time,body,accelerometer,jerk,std,z,-0.664336860544416
7,walking,time,body,accelerometer,jerk magnitude,mean,NA,-0.622815767680292
7,walking,time,body,accelerometer,jerk magnitude,std,NA,-0.550560230585714
7,walking,time,body,accelerometer,magnitude,mean,NA,-0.511312036747403
7,walking,time,body,accelerometer,magnitude,std,NA,-0.510669879158539
7,walking,time,body,accelerometer,NA,mean,x,0.270211697814935
7,walking,time,body,accelerometer,NA,mean,y,-0.0187904887668182
7,walking,time,body,accelerometer,NA,mean,z,-0.112492375388312
7,walking,time,body,accelerometer,NA,std,x,-0.577518324748052
7,walking,time,body,accelerometer,NA,std,y,-0.546403365345779
7,walking,time,body,accelerometer,NA,std,z,-0.456473642256981
7,walking,time,body,gyroscope,jerk,mean,x,-0.0942037376182662
7,walking,time,body,gyroscope,jerk,mean,y,-0.0414401406082792
7,walking,time,body,gyroscope,jerk,mean,z,-0.0610307928148701
7,walking,time,body,gyroscope,jerk,std,x,-0.701731200484416
7,walking,time,body,gyroscope,jerk,std,y,-0.674920114957468
7,walking,time,body,gyroscope,jerk,std,z,-0.750808705594156
7,walking,time,body,gyroscope,jerk magnitude,mean,NA,-0.713191348337662
7,walking,time,body,gyroscope,jerk magnitude,std,NA,-0.658017844948377
7,walking,time,body,gyroscope,magnitude,mean,NA,-0.581899897967532
7,walking,time,body,gyroscope,magnitude,std,NA,-0.598670795839286
7,walking,time,body,gyroscope,NA,mean,x,-0.0518716929407792
7,walking,time,body,gyroscope,NA,mean,y,-0.0646077113078896
7,walking,time,body,gyroscope,NA,mean,z,0.0977671721406169
7,walking,time,body,gyroscope,NA,std,x,-0.687155474097403
7,walking,time,body,gyroscope,NA,std,y,-0.652408657909091
7,walking,time,body,gyroscope,NA,std,z,-0.663340760331169
7,walking,time,gravity,accelerometer,magnitude,mean,NA,-0.511312036747403
7,walking,time,gravity,accelerometer,magnitude,std,NA,-0.510669879158539
7,walking,time,gravity,accelerometer,NA,mean,x,0.681289120844156
7,walking,time,gravity,accelerometer,NA,mean,y,-0.0420221452496753
7,walking,time,gravity,accelerometer,NA,mean,z,0.0342160711928604
7,walking,time,gravity,accelerometer,NA,std,x,-0.956538178587662
7,walking,time,gravity,accelerometer,NA,std,y,-0.955312554090909
7,walking,time,gravity,accelerometer,NA,std,z,-0.923304724090909
8,walking,frequency,body,accelerometer,jerk,mean,x,-0.766583223
8,walking,frequency,body,accelerometer,jerk,mean,y,-0.6623484276
8,walking,frequency,body,accelerometer,jerk,mean,z,-0.825870984707071
8,walking,frequency,body,accelerometer,jerk,std,x,-0.772811330494949
8,walking,frequency,body,accelerometer,jerk,std,y,-0.605587691511111
8,walking,frequency,body,accelerometer,jerk,std,z,-0.850822301313131
8,walking,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.715745792606061
8,walking,frequency,body,accelerometer,jerk magnitude,std,NA,-0.749236439787879
8,walking,frequency,body,accelerometer,magnitude,mean,NA,-0.693568388292929
8,walking,frequency,body,accelerometer,magnitude,std,NA,-0.770877890434343
8,walking,frequency,body,accelerometer,NA,mean,x,-0.744952162134343
8,walking,frequency,body,accelerometer,NA,mean,y,-0.581854533434343
8,walking,frequency,body,accelerometer,NA,mean,z,-0.779333525707071
8,walking,frequency,body,accelerometer,NA,std,x,-0.750599893474747
8,walking,frequency,body,accelerometer,NA,std,y,-0.581953413010101
8,walking,frequency,body,accelerometer,NA,std,z,-0.775167074012121
8,walking,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.817455544646465
8,walking,frequency,body,gyroscope,jerk magnitude,std,NA,-0.850242418585859
8,walking,frequency,body,gyroscope,magnitude,mean,NA,-0.741679153929293
8,walking,frequency,body,gyroscope,magnitude,std,NA,-0.755554747464646
8,walking,frequency,body,gyroscope,NA,mean,x,-0.683114151139394
8,walking,frequency,body,gyroscope,NA,mean,y,-0.757568269575758
8,walking,frequency,body,gyroscope,NA,mean,z,-0.758361298306364
8,walking,frequency,body,gyroscope,NA,std,x,-0.736277288818182
8,walking,frequency,body,gyroscope,NA,std,y,-0.728609463015152
8,walking,frequency,body,gyroscope,NA,std,z,-0.781839004848485
8,walking,time,body,accelerometer,jerk,mean,x,0.0686095366464646
8,walking,time,body,accelerometer,jerk,mean,y,0.00496415698757576
8,walking,time,body,accelerometer,jerk,mean,z,-0.0110211649991919
8,walking,time,body,accelerometer,jerk,std,x,-0.75891396439596
8,walking,time,body,accelerometer,jerk,std,y,-0.622728559242424
8,walking,time,body,accelerometer,jerk,std,z,-0.839104346969697
8,walking,time,body,accelerometer,jerk magnitude,mean,NA,-0.725727509270707
8,walking,time,body,accelerometer,jerk magnitude,std,NA,-0.72913616179798
8,walking,time,body,accelerometer,magnitude,mean,NA,-0.684607146515152
8,walking,time,body,accelerometer,magnitude,std,NA,-0.71328703040404
8,walking,time,body,accelerometer,NA,mean,x,0.278268887727273
8,walking,time,body,accelerometer,NA,mean,y,-0.0144537072594949
8,walking,time,body,accelerometer,NA,mean,z,-0.109006309141414
8,walking,time,body,accelerometer,NA,std,x,-0.74865488820202
8,walking,time,body,accelerometer,NA,std,y,-0.563450610434343
8,walking,time,body,accelerometer,NA,std,z,-0.764554510484848
8,walking,time,body,gyroscope,jerk,mean,x,-0.107118837989899
8,walking,time,body,gyroscope,jerk,mean,y,-0.036876527389899
8,walking,time,body,gyroscope,jerk,mean,z,-0.0602582019292929
8,walking,time,body,gyroscope,jerk,std,x,-0.735883130212121
8,walking,time,body,gyroscope,jerk,std,y,-0.817212596262626
8,walking,time,body,gyroscope,jerk,std,z,-0.821631316060606
8,walking,time,body,gyroscope,jerk magnitude,mean,NA,-0.790885296565657
8,walking,time,body,gyroscope,jerk magnitude,std,NA,-0.825828347373737
8,walking,time,body,gyroscope,magnitude,mean,NA,-0.663265892582828
8,walking,time,body,gyroscope,magnitude,std,NA,-0.72093816099596
8,walking,time,body,gyroscope,NA,mean,x,-0.0246599261523232
8,walking,time,body,gyroscope,NA,mean,y,-0.0744394650058586
8,walking,time,body,gyroscope,NA,mean,z,0.0811768351261616
8,walking,time,body,gyroscope,NA,std,x,-0.722590642727273
8,walking,time,body,gyroscope,NA,std,y,-0.737675052783838
8,walking,time,body,gyroscope,NA,std,z,-0.758998747676768
8,walking,time,gravity,accelerometer,magnitude,mean,NA,-0.684607146515152
8,walking,time,gravity,accelerometer,magnitude,std,NA,-0.71328703040404
8,walking,time,gravity,accelerometer,NA,mean,x,0.601782571919192
8,walking,time,gravity,accelerometer,NA,mean,y,0.187298246666667
8,walking,time,gravity,accelerometer,NA,mean,z,0.177007409196192
8,walking,time,gravity,accelerometer,NA,std,x,-0.974751332424242
8,walking,time,gravity,accelerometer,NA,std,y,-0.955912054070707
8,walking,time,gravity,accelerometer,NA,std,z,-0.956116882020202
8,walking_upstairs,frequency,body,accelerometer,jerk,mean,x,-0.496470870779121
8,walking_upstairs,frequency,body,accelerometer,jerk,mean,y,-0.405368968365934
8,walking_upstairs,frequency,body,accelerometer,jerk,mean,z,-0.545511445001648
8,walking_upstairs,frequency,body,accelerometer,jerk,std,x,-0.50375369885989
8,walking_upstairs,frequency,body,accelerometer,jerk,std,y,-0.375199658110989
8,walking_upstairs,frequency,body,accelerometer,jerk,std,z,-0.604806207873626
8,walking_upstairs,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.427796629448901
8,walking_upstairs,frequency,body,accelerometer,jerk magnitude,std,NA,-0.546655472807692
8,walking_upstairs,frequency,body,accelerometer,magnitude,mean,NA,-0.413399661273626
8,walking_upstairs,frequency,body,accelerometer,magnitude,std,NA,-0.5867768587
8,walking_upstairs,frequency,body,accelerometer,NA,mean,x,-0.493100898158791
8,walking_upstairs,frequency,body,accelerometer,NA,mean,y,-0.262394129472527
8,walking_upstairs,frequency,body,accelerometer,NA,mean,z,-0.426764775743407
8,walking_upstairs,frequency,body,accelerometer,NA,std,x,-0.495451225035714
8,walking_upstairs,frequency,body,accelerometer,NA,std,y,-0.268071852098901
8,walking_upstairs,frequency,body,accelerometer,NA,std,z,-0.370711173704945
8,walking_upstairs,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.639438448496154
8,walking_upstairs,frequency,body,gyroscope,jerk magnitude,std,NA,-0.704299790384615
8,walking_upstairs,frequency,body,gyroscope,magnitude,mean,NA,-0.538348071541758
8,walking_upstairs,frequency,body,gyroscope,magnitude,std,NA,-0.572007930837912
8,walking_upstairs,frequency,body,gyroscope,NA,mean,x,-0.556923952791209
8,walking_upstairs,frequency,body,gyroscope,NA,mean,y,-0.477139862384066
8,walking_upstairs,frequency,body,gyroscope,NA,mean,z,-0.398930833626374
8,walking_upstairs,frequency,body,gyroscope,NA,std,x,-0.64209298143956
8,walking_upstairs,frequency,body,gyroscope,NA,std,y,-0.488490067373626
8,walking_upstairs,frequency,body,gyroscope,NA,std,z,-0.430017097315385
8,walking_upstairs,time,body,accelerometer,jerk,mean,x,0.0927048369369231
8,walking_upstairs,time,body,accelerometer,jerk,mean,y,-0.00137201536971429
8,walking_upstairs,time,body,accelerometer,jerk,mean,z,-0.0243776605506593
8,walking_upstairs,time,body,accelerometer,jerk,std,x,-0.476492149967033
8,walking_upstairs,time,body,accelerometer,jerk,std,y,-0.369514157182418
8,walking_upstairs,time,body,accelerometer,jerk,std,z,-0.575477616297802
8,walking_upstairs,time,body,accelerometer,jerk magnitude,mean,NA,-0.43009251566033
8,walking_upstairs,time,body,accelerometer,jerk magnitude,std,NA,-0.474901933907692
8,walking_upstairs,time,body,accelerometer,magnitude,mean,NA,-0.350982093868132
8,walking_upstairs,time,body,accelerometer,magnitude,std,NA,-0.467415039361538
8,walking_upstairs,time,body,accelerometer,NA,mean,x,0.266674048906593
8,walking_upstairs,time,body,accelerometer,NA,mean,y,-0.0202216031321978
8,walking_upstairs,time,body,accelerometer,NA,mean,z,-0.105614723352747
8,walking_upstairs,time,body,accelerometer,NA,std,x,-0.492827508658791
8,walking_upstairs,time,body,accelerometer,NA,std,y,-0.232940759736264
8,walking_upstairs,time,body,accelerometer,NA,std,z,-0.355279828382418
8,walking_upstairs,time,body,gyroscope,jerk,mean,x,-0.103800903023626
8,walking_upstairs,time,body,gyroscope,jerk,mean,y,-0.0418414216578022
8,walking_upstairs,time,body,gyroscope,jerk,mean,z,-0.0572174004291209
8,walking_upstairs,time,body,gyroscope,jerk,std,x,-0.641858248288461
8,walking_upstairs,time,body,gyroscope,jerk,std,y,-0.610128463632967
8,walking_upstairs,time,body,gyroscope,jerk,std,z,-0.627616233532967
8,walking_upstairs,time,body,gyroscope,jerk magnitude,mean,NA,-0.60984136456044
8,walking_upstairs,time,body,gyroscope,jerk magnitude,std,NA,-0.656008680989011
8,walking_upstairs,time,body,gyroscope,magnitude,mean,NA,-0.374467449722308
8,walking_upstairs,time,body,gyroscope,magnitude,std,NA,-0.505532707924725
8,walking_upstairs,time,body,gyroscope,NA,mean,x,0.0189575502203297
8,walking_upstairs,time,body,gyroscope,NA,mean,y,-0.100127874875824
8,walking_upstairs,time,body,gyroscope,NA,mean,z,0.0547905121285714
8,walking_upstairs,time,body,gyroscope,NA,std,x,-0.620116117863736
8,walking_upstairs,time,body,gyroscope,NA,std,y,-0.480245370202198
8,walking_upstairs,time,body,gyroscope,NA,std,z,-0.376704871767033
8,walking_upstairs,time,gravity,accelerometer,magnitude,mean,NA,-0.350982093868132
8,walking_upstairs,time,gravity,accelerometer,magnitude,std,NA,-0.467415039361538
8,walking_upstairs,time,gravity,accelerometer,NA,mean,x,0.672365454230769
8,walking_upstairs,time,gravity,accelerometer,NA,mean,y,-0.0550675502272528
8,walking_upstairs,time,gravity,accelerometer,NA,mean,z,0.0328742204443956
8,walking_upstairs,time,gravity,accelerometer,NA,std,x,-0.943108468384615
8,walking_upstairs,time,gravity,accelerometer,NA,std,y,-0.944385490274725
8,walking_upstairs,time,gravity,accelerometer,NA,std,z,-0.905264808527472
9,standing,frequency,body,accelerometer,jerk,mean,x,-0.621377141312847
9,standing,frequency,body,accelerometer,jerk,mean,y,-0.699766614569444
9,standing,frequency,body,accelerometer,jerk,mean,z,-0.702931927996528
9,standing,frequency,body,accelerometer,jerk,std,x,-0.572819893733993
9,standing,frequency,body,accelerometer,jerk,std,y,-0.679065855003472
9,standing,frequency,body,accelerometer,jerk,std,z,-0.739139922708333
9,standing,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.609193721940625
9,standing,frequency,body,accelerometer,jerk magnitude,std,NA,-0.611619343190972
9,standing,frequency,body,accelerometer,magnitude,mean,NA,-0.553186448295139
9,standing,frequency,body,accelerometer,magnitude,std,NA,-0.624456827182986
9,standing,frequency,body,accelerometer,NA,mean,x,-0.579258404408681
9,standing,frequency,body,accelerometer,NA,mean,y,-0.610267804090278
9,standing,frequency,body,accelerometer,NA,mean,z,-0.592119122804271
9,standing,frequency,body,accelerometer,NA,std,x,-0.547995744907986
9,standing,frequency,body,accelerometer,NA,std,y,-0.586766083232639
9,standing,frequency,body,accelerometer,NA,std,z,-0.501074006965903
9,standing,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.786473954201389
9,standing,frequency,body,gyroscope,jerk magnitude,std,NA,-0.801296292638889
9,standing,frequency,body,gyroscope,magnitude,mean,NA,-0.700863097986111
9,standing,frequency,body,gyroscope,magnitude,std,NA,-0.697729432621528
9,standing,frequency,body,gyroscope,NA,mean,x,-0.639863219559028
9,standing,frequency,body,gyroscope,NA,mean,y,-0.683924287600694
9,standing,frequency,body,gyroscope,NA,mean,z,-0.612680463163889
9,standing,frequency,body,gyroscope,NA,std,x,-0.690689895534722
9,standing,frequency,body,gyroscope,NA,std,y,-0.667203220760417
9,standing,frequency,body,gyroscope,NA,std,z,-0.619468634127778
9,standing,time,body,accelerometer,jerk,mean,x,0.0840171430291667
9,standing,time,body,accelerometer,jerk,mean,y,0.00678485848399306
9,standing,time,body,accelerometer,jerk,mean,z,-0.00102998088194444
9,standing,time,body,accelerometer,jerk,std,x,-0.578305161360069
9,standing,time,body,accelerometer,jerk,std,y,-0.678923872274306
9,standing,time,body,accelerometer,jerk,std,z,-0.721610094569444
9,standing,time,body,accelerometer,jerk magnitude,mean,NA,-0.621608245092361
9,standing,time,body,accelerometer,jerk magnitude,std,NA,-0.608862145384722
9,standing,time,body,accelerometer,magnitude,mean,NA,-0.505183470509188
9,standing,time,body,accelerometer,magnitude,std,NA,-0.553038255314792
9,standing,time,body,accelerometer,NA,mean,x,0.270313841621528
9,standing,time,body,accelerometer,NA,mean,y,-0.0209466555412396
9,standing,time,body,accelerometer,NA,mean,z,-0.101233826213889
9,standing,time,body,accelerometer,NA,std,x,-0.555656544538194
9,standing,time,body,accelerometer,NA,std,y,-0.5758878952125
9,standing,time,body,accelerometer,NA,std,z,-0.506111776081806
9,standing,time,body,gyroscope,jerk,mean,x,-0.0892254930640278
9,standing,time,body,gyroscope,jerk,mean,y,-0.0397344421815972
9,standing,time,body,gyroscope,jerk,mean,z,-0.053402884281875
9,standing,time,body,gyroscope,jerk,std,x,-0.7617108665625
9,standing,time,body,gyroscope,jerk,std,y,-0.773273878854167
9,standing,time,body,gyroscope,jerk,std,z,-0.744656038298611
9,standing,time,body,gyroscope,jerk magnitude,mean,NA,-0.7629795809375
9,standing,time,body,gyroscope,jerk magnitude,std,NA,-0.786176892048611
9,standing,time,body,gyroscope,magnitude,mean,NA,-0.550201866572569
9,standing,time,body,gyroscope,magnitude,std,NA,-0.663198385034722
9,standing,time,body,gyroscope,NA,mean,x,-0.0701318154561458
9,standing,time,body,gyroscope,NA,mean,y,-0.0729884312991667
9,standing,time,body,gyroscope,NA,mean,z,0.109092913237986
9,standing,time,body,gyroscope,NA,std,x,-0.676452392569444
9,standing,time,body,gyroscope,NA,std,y,-0.670498220701389
9,standing,time,body,gyroscope,NA,std,z,-0.587557692291458
9,standing,time,gravity,accelerometer,magnitude,mean,NA,-0.505183470509188
9,standing,time,gravity,accelerometer,magnitude,std,NA,-0.553038255314792
9,standing,time,gravity,accelerometer,NA,mean,x,0.670845545555556
9,standing,time,gravity,accelerometer,NA,mean,y,-0.0467446999509028
9,standing,time,gravity,accelerometer,NA,mean,z,0.104353653032743
9,standing,time,gravity,accelerometer,NA,std,x,-0.958784666180556
9,standing,time,gravity,accelerometer,NA,std,y,-0.949938115208333
9,standing,time,gravity,accelerometer,NA,std,z,-0.920554317815972
10,laying,frequency,body,accelerometer,jerk,mean,x,-0.412057314516667
10,laying,frequency,body,accelerometer,jerk,mean,y,-0.463058241109444
10,laying,frequency,body,accelerometer,jerk,mean,z,-0.645684616799495
10,laying,frequency,body,accelerometer,jerk,std,x,-0.418627017293636
10,laying,frequency,body,accelerometer,jerk,std,y,-0.466687914596465
10,laying,frequency,body,accelerometer,jerk,std,z,-0.72073657040404
10,laying,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.385138891111111
10,laying,frequency,body,accelerometer,jerk magnitude,std,NA,-0.447367612044293
10,laying,frequency,body,accelerometer,magnitude,mean,NA,-0.388684286908081
10,laying,frequency,body,accelerometer,magnitude,std,NA,-0.535760386288384
10,laying,frequency,body,accelerometer,NA,mean,x,-0.391578450863636
10,laying,frequency,body,accelerometer,NA,mean,y,-0.384966594429798
10,laying,frequency,body,accelerometer,NA,mean,z,-0.554573027192929
10,laying,frequency,body,accelerometer,NA,std,x,-0.393411346447475
10,laying,frequency,body,accelerometer,NA,std,y,-0.42583273029202
10,laying,frequency,body,accelerometer,NA,std,z,-0.511764535653535
10,laying,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.710849269646465
10,laying,frequency,body,gyroscope,jerk magnitude,std,NA,-0.741397840909091
10,laying,frequency,body,gyroscope,magnitude,mean,NA,-0.572513090661616
10,laying,frequency,body,gyroscope,magnitude,std,NA,-0.573538825626263
10,laying,frequency,body,gyroscope,NA,mean,x,-0.523601248676313
10,laying,frequency,body,gyroscope,NA,mean,y,-0.545223158712121
10,laying,frequency,body,gyroscope,NA,mean,z,-0.458413809783333
10,laying,frequency,body,gyroscope,NA,std,x,-0.612021917085859
10,laying,frequency,body,gyroscope,NA,std,y,-0.429815824722222
10,laying,frequency,body,gyroscope,NA,std,z,-0.556786812576768
10,laying,time,body,accelerometer,jerk,mean,x,0.0794633942257576
10,laying,time,body,accelerometer,jerk,mean,y,0.0169399674191919
10,laying,time,body,accelerometer,jerk,mean,z,-0.0162372728227273
10,laying,time,body,accelerometer,jerk,std,x,-0.388135257723232
10,laying,time,body,accelerometer,jerk,std,y,-0.446206050364596
10,laying,time,body,accelerometer,jerk,std,z,-0.68333034690404
10,laying,time,body,accelerometer,jerk magnitude,mean,NA,-0.462110641822066
10,laying,time,body,accelerometer,jerk magnitude,std,NA,-0.409095655168687
10,laying,time,body,accelerometer,magnitude,mean,NA,-0.357419738586162
10,laying,time,body,accelerometer,magnitude,std,NA,-0.424185928311495
10,laying,time,body,accelerometer,NA,mean,x,0.276977089565657
10,laying,time,body,accelerometer,NA,mean,y,-0.0170332984576263
10,laying,time,body,accelerometer,NA,mean,z,-0.110873504487879
10,laying,time,body,accelerometer,NA,std,x,-0.391986316171717
10,laying,time,body,accelerometer,NA,std,y,-0.385673788492929
10,laying,time,body,accelerometer,NA,std,z,-0.498647004568434
10,laying,time,body,gyroscope,jerk,mean,x,-0.111993956719192
10,laying,time,body,gyroscope,jerk,mean,y,-0.0397793980300505
10,laying,time,body,gyroscope,jerk,mean,z,-0.0573109579154545
10,laying,time,body,gyroscope,jerk,std,x,-0.632505796969697
10,laying,time,body,gyroscope,jerk,std,y,-0.708431890757576
10,laying,time,body,gyroscope,jerk,std,z,-0.607442629772727
10,laying,time,body,gyroscope,jerk magnitude,mean,NA,-0.665691018181818
10,laying,time,body,gyroscope,jerk magnitude,std,NA,-0.714913442525253
10,laying,time,body,gyroscope,magnitude,mean,NA,-0.388314506775758
10,laying,time,body,gyroscope,magnitude,std,NA,-0.522604974987475
10,laying,time,body,gyroscope,NA,mean,x,-0.0150986647713131
10,laying,time,body,gyroscope,NA,mean,y,-0.0917433860077424
10,laying,time,body,gyroscope,NA,mean,z,0.0852285528396465
10,laying,time,body,gyroscope,NA,std,x,-0.58889324085202
10,laying,time,body,gyroscope,NA,std,y,-0.465358408925253
10,laying,time,body,gyroscope,NA,std,z,-0.496858788129293
10,laying,time,gravity,accelerometer,magnitude,mean,NA,-0.357419738586162
10,laying,time,gravity,accelerometer,magnitude,std,NA,-0.424185928311495
10,laying,time,gravity,accelerometer,NA,mean,x,0.740684960252525
10,laying,time,gravity,accelerometer,NA,mean,y,-0.207161356161616
10,laying,time,gravity,accelerometer,NA,mean,z,0.108410428305944
10,laying,time,gravity,accelerometer,NA,std,x,-0.964710125
10,laying,time,gravity,accelerometer,NA,std,y,-0.95504237949495
10,laying,time,gravity,accelerometer,NA,std,z,-0.927801700555556
10,standing,frequency,body,accelerometer,jerk,mean,x,-0.826063598282292
10,standing,frequency,body,accelerometer,jerk,mean,y,-0.744950073
10,standing,frequency,body,accelerometer,jerk,mean,z,-0.878450186458333
10,standing,frequency,body,accelerometer,jerk,std,x,-0.831379930459062
10,standing,frequency,body,accelerometer,jerk,std,y,-0.7410383354375
10,standing,frequency,body,accelerometer,jerk,std,z,-0.899683347916667
10,standing,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.783269770302083
10,standing,frequency,body,accelerometer,jerk magnitude,std,NA,-0.770950588979167
10,standing,frequency,body,accelerometer,magnitude,mean,NA,-0.786961677072917
10,standing,frequency,body,accelerometer,magnitude,std,NA,-0.834157293125
10,standing,frequency,body,accelerometer,NA,mean,x,-0.822505930166667
10,standing,frequency,body,accelerometer,NA,mean,y,-0.720876538833333
10,standing,frequency,body,accelerometer,NA,mean,z,-0.862321343125
10,standing,frequency,body,accelerometer,NA,std,x,-0.845922740729167
10,standing,frequency,body,accelerometer,NA,std,y,-0.751383960510417
10,standing,frequency,body,accelerometer,NA,std,z,-0.86121794721875
10,standing,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.8851999225
10,standing,frequency,body,gyroscope,jerk magnitude,std,NA,-0.881496240729167
10,standing,frequency,body,gyroscope,magnitude,mean,NA,-0.845024943541667
10,standing,frequency,body,gyroscope,magnitude,std,NA,-0.856745923229167
10,standing,frequency,body,gyroscope,NA,mean,x,-0.819983751770833
10,standing,frequency,body,gyroscope,NA,mean,y,-0.861050933645833
10,standing,frequency,body,gyroscope,NA,mean,z,-0.792357543844792
10,standing,frequency,body,gyroscope,NA,std,x,-0.858958473125
10,standing,frequency,body,gyroscope,NA,std,y,-0.846707374791667
10,standing,frequency,body,gyroscope,NA,std,z,-0.829842093020833
10,standing,time,body,accelerometer,jerk,mean,x,0.080527512159375
10,standing,time,body,accelerometer,jerk,mean,y,0.004611439794375
10,standing,time,body,accelerometer,jerk,mean,z,-0.00128744623489583
10,standing,time,body,accelerometer,jerk,std,x,-0.820707124664583
10,standing,time,body,accelerometer,jerk,std,y,-0.7341746674375
10,standing,time,body,accelerometer,jerk,std,z,-0.889739520625
10,standing,time,body,accelerometer,jerk magnitude,mean,NA,-0.8162927158125
10,standing,time,body,accelerometer,jerk magnitude,std,NA,-0.777345431613542
10,standing,time,body,accelerometer,magnitude,mean,NA,-0.801728673104167
10,standing,time,body,accelerometer,magnitude,std,NA,-0.795247255416667
10,standing,time,body,accelerometer,NA,mean,x,0.276583204166667
10,standing,time,body,accelerometer,NA,mean,y,-0.0194909304979167
10,standing,time,body,accelerometer,NA,mean,z,-0.1121843393125
10,standing,time,body,accelerometer,NA,std,x,-0.838564338333333
10,standing,time,body,accelerometer,NA,std,y,-0.727853336020833
10,standing,time,body,accelerometer,NA,std,z,-0.854294969270833
10,standing,time,body,gyroscope,jerk,mean,x,-0.10022438078125
10,standing,time,body,gyroscope,jerk,mean,y,-0.0478723615625
10,standing,time,body,gyroscope,jerk,mean,z,-0.0519245405385417
10,standing,time,body,gyroscope,jerk,std,x,-0.849140011666667
10,standing,time,body,gyroscope,jerk,std,y,-0.892824673645833
10,standing,time,body,gyroscope,jerk,std,z,-0.850475350104167
10,standing,time,body,gyroscope,jerk magnitude,mean,NA,-0.876313803854167
10,standing,time,body,gyroscope,jerk magnitude,std,NA,-0.880007876041667
10,standing,time,body,gyroscope,magnitude,mean,NA,-0.797174474479167
10,standing,time,body,gyroscope,magnitude,std,NA,-0.834377870416667
10,standing,time,body,gyroscope,NA,mean,x,-0.0255225107895833
10,standing,time,body,gyroscope,NA,mean,y,-0.0699903917025
10,standing,time,body,gyroscope,NA,mean,z,0.10298476965625
10,standing,time,body,gyroscope,NA,std,x,-0.849243536458333
10,standing,time,body,gyroscope,NA,std,y,-0.851156069375
10,standing,time,body,gyroscope,NA,std,z,-0.807039630885417
10,standing,time,gravity,accelerometer,magnitude,mean,NA,-0.801728673104167
10,standing,time,gravity,accelerometer,magnitude,std,NA,-0.795247255416667
10,standing,time,gravity,accelerometer,NA,mean,x,0.441236068541667
10,standing,time,gravity,accelerometer,NA,mean,y,0.2005691803125
10,standing,time,gravity,accelerometer,NA,mean,z,-0.05453204484375
10,standing,time,gravity,accelerometer,NA,std,x,-0.968072754375
10,standing,time,gravity,accelerometer,NA,std,y,-0.953455064479167
10,standing,time,gravity,accelerometer,NA,std,z,-0.961197428552083
11,walking_upstairs,frequency,body,accelerometer,jerk,mean,x,-0.676672987166456
11,walking_upstairs,frequency,body,accelerometer,jerk,mean,y,-0.632374688606013
11,walking_upstairs,frequency,body,accelerometer,jerk,mean,z,-0.825559590221519
11,walking_upstairs,frequency,body,accelerometer,jerk,std,x,-0.672195644346519
11,walking_upstairs,frequency,body,accelerometer,jerk,std,y,-0.609444998247785
11,walking_upstairs,frequency,body,accelerometer,jerk,std,z,-0.858259630601266
11,walking_upstairs,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.656133473274684
11,walking_upstairs,frequency,body,accelerometer,jerk magnitude,std,NA,-0.676925075857595
11,walking_upstairs,frequency,body,accelerometer,magnitude,mean,NA,-0.611528074359177
11,walking_upstairs,frequency,body,accelerometer,magnitude,std,NA,-0.674470159009494
11,walking_upstairs,frequency,body,accelerometer,NA,mean,x,-0.619524028324684
11,walking_upstairs,frequency,body,accelerometer,NA,mean,y,-0.531455265662532
11,walking_upstairs,frequency,body,accelerometer,NA,mean,z,-0.750026145791139
11,walking_upstairs,frequency,body,accelerometer,NA,std,x,-0.579491754749367
